path,scope,sha256_before_verification,bytes
accounting-backend/apps/purchases/services/payments/create_supplier_payment.py,Phase 3/4 integration,53b8f231fc585b2217321e0b23bbe672abddcb2265cbf7c7983c5c7e9c8d7bd7,5855
accounting-backend/apps/sales/models.py,Phase 3/4 integration,f1ecd57188360cae0e16a37a6284aafd72175d5d2195abf3c9601868a6d11899,39086
accounting-backend/apps/sales/serializers.py,Phase 3/4 integration,b120a96cea45edbcc7a4de37eb9e884ca638796cf7cf7ceac002bd1d17c494e4,24535
accounting-backend/apps/sales/services/credit_notes/approve_credit_note.py,Phase 3/4 integration,71ca77332db028b035aca7597c81462a1d156e0fc4c76a4b98bef314b7ec6f8e,5112
accounting-backend/apps/sales/services/credit_notes/create_credit_note.py,Phase 3/4 integration,121a27acf3f06648d9261a4c8579ba79bcd679bb3502bba272a2d08c20a31d74,5813
accounting-backend/apps/sales/services/invoices/approve_invoice.py,Phase 3/4 integration,1396d892879cb3034d7011c15270e8dfbc54cac82ec38d91f78c915920276e31,7050
accounting-backend/apps/sales/services/invoices/create_invoice.py,Phase 3/4 integration,787c5669a0fd04b162eb271a83e806f1b17bd0131b8d4def7bf2eb7121700ef1,7689
accounting-backend/apps/sales/services/payments/create_customer_payment.py,Phase 3/4 integration,15845b67184e2838dbb7ee9cba246640321d259ba61efbc43c9110593d419f32,6048
accounting-backend/apps/sales/tests.py,Phase 4 verification: deterministic quote fixture date,17cb9c89f4d723afe5d852b425aa5548cd0246068c071b470f79ba9c48a49cd0,6300
accounting-backend/apps/sales/views.py,Phase 3 documents / verification,35ada5f767f024402e31f1916a91264ca7e2e4d2f372bd8cac12841a5cb8b423,17914
accounting-backend/apps/tax/models.py,Phase 4 tax / verification,3a69f2668bdbeea61df24eb4369ebb403c20e2b8efce070b56a8f4f0638603e7,7334
accounting-backend/apps/tax/serializers.py,Phase 4 tax / verification,c6a2ef041243bb5e96437bf414831ebcca49243fb832c1a5c01da8227ee565a2,5699
accounting-backend/apps/tax/services/ledger_service.py,Phase 4 tax / verification,eccc55747ad7e3e0736c9b3811077d804a4fef74fe9bf24c6f56926b4ddd4940,5754
accounting-backend/apps/tax/tests.py,Phase 4 tax / verification,be248802824aa1b518216c4cae1539e832b8924d47b55638228f16de0ca63a9d,8600
accounting-backend/apps/tax/urls.py,Phase 4 tax / verification,a89185a0be7f9ab26d6e5319a268bb3e86640658e031addf62c76fe86f855e57,749
accounting-backend/apps/tax/views.py,Phase 4 tax / verification,57cf18ad45ce084f4a4852bcf169b3c66499328ff12ebb9d204a858736416012,5599
accounting-backend/config/settings.py,Phase 3 documents / verification,6677e4cfa59a0fa8f631532bb0615927d0940cc52b71354922943eb975c5a774,11902
accounting-backend/config/urls.py,Phase 3 documents / verification,ceabc829457fa035e85aab1bd385c4c0ec29e47189d5baf3f47842a366f3b585,2832
accounting-backend/requirements.txt,Phase 3 documents / verification,a012d39be919495c19aef7d9500b3143c89346f691e98b53f9b11a777e4a08a6,228
src/components/banking/ReconciliationWorkspace.jsx,Phase 3 documents / verification,f1d7ec06f7de1faf952437e2883e6f011dc2b4eb80039205a5beddec2284fd47,17573
src/components/bills/RecordBillPaymentModal.jsx,Phase 3/4 integration,15fbb18f8350f2eeeb3ae944ef53848462b980c17cbaa1de5d7e3684c8eb806e,13984
src/components/commercial/CreditNotesWorkspace.jsx,Phase 3 documents / verification,02c205b8d1343fe31c3f5a96b147c77236520633dee13dcf19201038f1a87436,14596
src/components/invoices/EmailInvoiceModal.jsx,Phase 3 documents / verification,f21600e35453579b3c24232659d297ca3e43cc4b16585382c9e950fa52b6a69c,2157
src/components/invoices/RecordPaymentModal.jsx,Phase 3/4 integration,9b5d904276a51ca4725b47c1bee64f04afa9b2083f539e4d6ad271b33b1b8e2d,14928
src/components/reports/ReportExportMenu.jsx,Phase 3 documents / verification,78847125175915202b0d6a1f3a8d0708a3dbfcb91b7a16651c36e9d9618ae66d,2992
src/config/featureFlags.js,Phase 4 tax / verification,492534c0cf12557507289cb484e8e70d2a73aa68e68cc76b8b262bf6394588a0,753
src/pages/accounting/GeneralJournalPage.jsx,Phase 3 documents / verification,ecdf202e410e967ddb25729a08d4d4e6601892aad04f8cb2a2082ad658442b6a,15597
src/pages/accounting/JournalDetailsPage.jsx,Phase 3 documents / verification,c185c3cabc49aef7f3dc159beb92c3126efbb353783baf3bdbaa42a8603b1032,12540
src/pages/accounting/LiveAccountingPages.jsx,Phase 3 documents / verification,777c4a93b2b710fe2348277a87d0eb0ffd1dbe143ed2244cd789198fe4d7b608,38411
src/pages/accounting/OpeningBalancesPage.jsx,Phase 3 documents / verification,4ebc2340ce77ea54367894a393fcd3aac315bd08fbc6248cf1b43354476f11fd,26819
src/pages/commercial/LiveCommercialPages.jsx,Phase 3 documents / verification,e5034c1ec12cb93e6c081fb0b61f716d9694939783b59691ca2ba065fc98915e,5497
src/pages/purchases/BillDetailsPage.jsx,Phase 3 documents / verification,fc13c0de98c1f5e71b3dbbf3a74ddccf937eeca0095dd8824666585227a14719,257
src/pages/sales/InvoiceDetailsPage.jsx,Phase 3 documents / verification,d5bb9df22c69eacae9e930e09a4dccd971466d3f5ded8ba2389484b7468b6d1f,269
src/pages/settings/CompanySettingsPage.jsx,Phase 3 documents / verification,0027c8ec55e4a09a310c67cc6b7ed916dadfbdf3ce18ec3a6b5f9b8e68bd636d,21830
src/routes/AppRoutes.jsx,Phase 3/4 integration,76c04ec4e401bfdec737e82546565669387bf360d8aeadb6cc14509c45659353,18499
src/services/api.js,Phase 3 documents / verification,1b64fb8144609aa961561743ec6d3f2c82927d476deccee8874df2d1f19ea53b,5195
src/services/purchasesApiService.js,Phase 3 documents / verification,9df39ebb9ea205e7c810efcf0abb8fbd791ffa55507b0e6847043b21a58db7d1,5860
src/services/salesApiService.js,Phase 3 documents / verification,a6dbfaa011f046bb7f6a15b9984cbc7d02b98228326d3b0abbd982efce008430,5475
src/styles/banking.css,Phase 3 documents / verification,bdacc105637d14da6ba60bbd008bad4fdba5955b7bc8908ad104eb46b31490d0,82221
src/styles/designSystem.css,Phase 3 documents / verification,f8ef0497b6378d76eb0aed37548a0076e1b0bfb8ca0eb492cb5a70fccd601f95,5592
src/styles/journalDetails.css,Phase 3 documents / verification,2a9420456912eba6bd5c51700098365c5f7c09f22b49b07c68c113c98ec0f550,16540
src/styles/journals.css,Phase 3 documents / verification,c6e6d0a466aa05bd7355637de70f59bc358797e1bf235ab10c225d60ccac127f,17872
src/styles/liveReports.css,Phase 3 documents / verification,1e17abbf6d1bc7272a5691569513ff0b315d7b1ce704e9b5526d8b69f8d515ac,7369
src/utils/billPdf.js,Phase 3 documents / verification,4913a4c98c1792688518def17432edb59c1e48f9d04cffc50581e022fbea6058,644
src/utils/creditNotePdf.js,Phase 3 documents / verification,f80cab4deb0fb3c69c338d88110daf563be725022bbb0317eec9dcfd28070328,684
src/utils/invoicePdf.js,Phase 3 documents / verification,40ed9216e04cb5444fc3add7c1df9688d76484322937c2e4e323d8932d4dff6e,659
src/utils/quotePdf.js,Phase 3 documents / verification,c47bd60f1833ed49aa17c1438cf53c1d411f3cff401b9067f865f662a04a47aa,649
src/utils/reportExport.js,Phase 3 documents / verification,8273fcdb7b097cabb900061900ce11ec074cfd9d92372af45e198b93144bc2fa,4377
tests/currency.test.mjs,Phase 3 documents / verification,fff8f7052fae1d8ca21830650bb4350f32aaf58aaf298229a8c27c59341df4b2,4001
tests/currencyPdf.test.mjs,Phase 3 documents / verification,5c2fe3549d376a3fa202480aea37e5cfa792ea8bb8a7bc96a477f5fbc4fc2688,1756
tests/exportWorkbook.test.mjs,Phase 3 documents / verification,50d5d72ed618be92a1d2cdaee005ec22dddf2c00fde4d26f5591533609812e46,9144
accounting-backend/apps/organisations/migrations/0007_organisation_ghana_post_gps_organisation_logo_data_and_more.py,Phase 3 documents / verification,e5cfdced0e9fde01a2d142d9864dfb94d42330c527eb419ae0e64138c8586cb6,765
accounting-backend/apps/organisations/migrations/0008_organisation_tax_configuration_version_and_more.py,Phase 4 tax / verification,76b396b1a6c12a99a7855291b45a2213d374000314c320b07ced08e6e9af6b80,764
accounting-backend/apps/purchases/migrations/0015_billline_tax_snapshot_and_more.py,Phase 3/4 integration,7f15b30c69a70dcb648867f1127854ed75fcfb5391492021f23962e27ecd0b14,591
accounting-backend/apps/purchases/migrations/0016_alter_billline_tax_rate_and_more.py,Phase 3/4 integration,cdb5c4604ad97343f1fd141bd18c02cec62fce8feab0da59ec0cce2ad3e432ba,902
accounting-backend/apps/sales/migrations/0014_invoiceemailattempt.py,Phase 3 documents / verification,3dfff53a76f64908c26e20d125229f9ea1da5b41522262488f12d549182c55a6,2028
accounting-backend/apps/sales/migrations/0015_customercreditnoteline_tax_snapshot_and_more.py,Phase 4 tax / verification,f9cc145e53489792327311b20902a9617ad0c9b2a57a0cc29d3f5fd87fcddc06,587
accounting-backend/apps/sales/migrations/0016_alter_customercreditnoteline_tax_rate_and_more.py,Phase 4 tax / verification,48c649bc8b59b834754e7a4773c902c6fddb62511cdf081ba8b0501e54ad89d3,1117
accounting-backend/apps/sales/services/documents/email_invoice.py,Phase 3 documents / verification,5f37a3e1b08eef051998a3d37fc84d31b6154b35d95d1980d554fe9099135148,7609
accounting-backend/apps/sales/test_documents.py,Phase 3 documents / verification,502e02ae11b1fa7d4c3c039e651b9bec6e177c7845caa7ad0b142e91b4319ed4,14536
accounting-backend/apps/tax/api.py,Phase 4 tax / verification,f1fb4d84435f2741889d4a8078dde1f27a9e4cbed4e67199538558909cafcbf3,40608
accounting-backend/apps/tax/configuration.py,Phase 4 tax / verification,fd6267a53b813301ab8736517afeb53d82498b8fde2da40e096ad164b33dc6f5,27981
accounting-backend/apps/tax/document_tax.py,Phase 4 tax / verification,093f04e0edf97ff800ce2c3a6a6e0d399a07a6523a9230b6545fd7fd921345d8,15721
accounting-backend/apps/tax/engine.py,Phase 4 tax / verification,39e9a3ef02bd448b4cfe3d2f167e020fe67522b430d18dc27506c66dc4a0bae8,6252
accounting-backend/apps/tax/evat.py,Phase 4 tax / verification,f797772cd56d0e647780c644e9255d232f6706abd251c1aa85caa1be142b5235,1291
accounting-backend/apps/tax/jurisdiction_models.py,Phase 4 tax / verification,5ab1efa0cf29389db0ccec7bbd31fd72ca949dbab5bcd05b189839c258a16f49,14333
accounting-backend/apps/tax/management/__init__.py,Phase 4 tax / verification,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
accounting-backend/apps/tax/management/commands/__init__.py,Phase 4 tax / verification,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
accounting-backend/apps/tax/management/commands/audit_tax_configuration.py,Phase 4 tax / verification,ea4aa7adefdacf646d5dd4df5c76e1327ed7b21ac1bafea11355b08cc0f1c177,4017
accounting-backend/apps/tax/management/commands/publish_ghana_tax_preset.py,Phase 4 tax / verification,5af332a1b5f1d42d9701fc598fba3aae65d653a3c21e9ef3ded5f592ecf35f53,3633
accounting-backend/apps/tax/migrations/0002_taxtransaction_component_snapshot_and_more.py,Phase 4 tax / verification,a95f5ac3f61030322c4cca15edb3b02daabc2014e397a09167e45980d0b66679,28138
accounting-backend/apps/tax/migrations/0003_tax_integrity_guards.py,Phase 4 tax / verification,9d29735a055b1b473763e3085eb4a81531c2a8c777be94ce89c31f1baa415793,8703
accounting-backend/apps/tax/migrations/0004_alter_taxrate_rate_and_more.py,Phase 4 tax / verification,51339d0d13ce950d2c279d63dfa284afc615bf9798c87ba23c8dd8d7a8810212,594
accounting-backend/apps/tax/migrations/0005_tax_configuration_mutation_guards.py,Phase 4 tax / verification,1e3f9dcd66ddd4ee1d002de67c93055292140713e24d6534ead00edc3e952148,1514
accounting-backend/apps/tax/migrations/0006_taxadjustment_idempotency_key_and_more.py,Phase 4 tax / verification,96ba0fa164756542be05917050dfdf5817badd102079adca1e2b6c90a810747b,1584
accounting-backend/apps/tax/operations.py,Phase 4 tax / verification,44c56436de43265c2c618a4520ad1d87ef6567124233d0db418d2451f807c24e,12626
accounting-backend/apps/tax/presets.py,Phase 4 tax / verification,1b09829b877f8161c35f4356b5fc869684ff85d9ad482608246d95e35f86d53f,2956
accounting-backend/apps/tax/returns.py,Phase 4 tax / verification,b463be818ae4dfb74ddce89405a1e9f9f98f49aa86d4a440e7756170f06e95e7,20382
accounting-backend/apps/tax/test_jurisdictions.py,Phase 4 tax / verification,2abe29b8a4be691a3159cebaef469d38a5b042f7afe7c9436adf906105933762,49719
accounting-backend/apps/tax/withholding.py,Phase 4 tax / verification,ca7aefa363fbae4b7722690c13010ad12bba52f99c9dc4aff2d321b65034ec4d,7391
accounting-backend/common/document_views.py,Phase 3 documents / verification,b96e63abe6f8f66f2a5899e133a6052f1d6b562e813968129753b29790f5576e,1751
accounting-backend/common/documents.py,Phase 3/4 integration,72368004504708b3f4b0d3370bb4916d0c391a4de69f86dc1cffb9982f85deb6,15347
accounting-backend/requirements-test.txt,Phase 3 documents / verification,382c2770d088297f6d320cec765250fc546ea3826a9c4d9cbdf3f1fe05872511,50
docs/PHASE3_ACTION_MATRIX.md,Phase 3 documents / verification,6f527f6f5f25900dcc4243174c8d1b45a6b3f2adeb9dfe3d8140642e4e3a92cd,6825
docs/PHASE3_DOCUMENT_WORKFLOWS.md,Phase 3 documents / verification,1855279994fe9bf3c5214f02eb2cdde11df032503cf9091778a01eef897eff42,25690
docs/PHASE4_JURISDICTION_TAX.md,Phase 4 tax / verification,090445ab5fe7c0adb118025ccc9c903629d68413d0e38c05095b267c13022e12,21915
docs/PHASE4_TAX_CODE_INDEX.md,Phase 4 tax / verification,adb43c663783bc7094251db68229c7b11ccbb82786615b13bd69fab421902182,13732
docs/PHASE4_TAX_VERIFICATION.md,Phase 4 tax / verification,8796e913ee5c13f050c91d9a880ebc83ae3df67dd09cc2e3046d1830820fa728,8264
docs/tax-sources/SOURCES.md,Phase 4 tax / verification,bad4b2dcc3b8aed3286e9987ae0dd8b2591b4da79fa5c01293f98fef5dfee944,2269
docs/tax-verification/browser-results.json,Phase 4 tax / verification,910a419da4e72f4e81c6109b88a4d47217026986c5d5c4e80d3acae0b19d5647,1599
docs/tax-verification/ghana-tax-invoice.pdf,Phase 4 tax / verification,9a6a3523d40ef209ecdc450444bb5aa39ad50bc7b0220f4de5ca8918235774a0,121063
docs/tax-verification/mobile-Profile.png,Phase 4 tax / verification,f757c81d24a21741b28e321f50aa74bd37c2b118c52c4f45ab9ae2f52ccd8bfd,61455
docs/tax-verification/mobile-return-settlement.png,Phase 4 tax / verification,e7bbee8353640cd4d1b43da66ea27f8b4c8707f35d4cf8b81f070058c8a67ea1,54459
docs/tax-verification/settlement-browser-results.json,Phase 4 tax / verification,c1bfc601651bc9b3b740c738714d547df0e6f2a456ba86ad671521987e7a5811,488
docs/tax-verification/tax-review-workpaper.pdf,Phase 4 tax / verification,47422d4d9768a5dc61c3045eed773778bc62a8178ae81b4ec91f60d760353d70,3056
scripts/inspect-document-pdfs.py,Phase 3 documents / verification,f2baba7b2398e25be4a495ba0e5dc746091051047960b953e18faf448b5bafa2,985
scripts/seed-tax-verification.py,Phase 4 tax / verification,caeeeeb87dbce5ab3dbf33e39daf19c8b240057fda9ee52d9d14cc5b5a8bcc8e,2860
scripts/verify-document-print.mjs,Phase 3 documents / verification,33e8c51871b9b37e78bbd230ea56fe39fff8144d5cd680b65279096c24bae5a8,5837
scripts/verify-tax-settlement.mjs,Phase 4 tax / verification,7b9efad937298ad1460275514f8156c1778e02883bee5b903f804c239afa1ce8,7610
scripts/verify-tax-workflows.mjs,Phase 4 tax / verification,6ae9579da4cdaa6486a0eafb6f0bc2d0e85d8f177d6c097e35b87507c1d6861b,8619
src/components/documents/DocumentView.jsx,Phase 3/4 integration,82448f09fc4acd9c461b1540a43e49befdad290ac1759856b37b587c4f50506f,2622
src/components/documents/SavedDocument.jsx,Phase 3 documents / verification,25ee388fc21dccbe1c9c0d31f985a99386c70c126f342c54a4db2bf2eae53216,2474
src/components/documents/SourceDocumentPage.jsx,Phase 3/4 integration,54960f2217611f4c6b85b1ac58ff0d0f7996441160bfdd5ecf37abde1c56b59b,7709
src/components/documents/TaxClassifications.jsx,Phase 4 tax / verification,91ae8f755be90a2225e82f5f1f1e53542d10d0326640cddc398ce511d243a3be,2574
src/components/documents/TaxDocumentEditor.jsx,Phase 4 tax / verification,75c4b85f58d93ffeb2f52b4ac8f6ba3e6392fd0c6fa9a0b83aa765f0c22f8525,13687
src/components/documents/TaxOperations.jsx,Phase 4 tax / verification,1376a6ca18c30e2cba6e82acf411f2032add98cf820c900f6e59f403a25dc4f5,13512
src/components/documents/WithholdingFields.jsx,Phase 3 documents / verification,1d12bc5b2a63e382fe25ca7de6add2672850cc7149f2ee4bc989c787868d46ce,3870
src/pages/tax/JurisdictionTaxSettings.jsx,Phase 4 tax / verification,509b5b31ffe47524a740fdbf515d6c0c9e7ed52b17b0bd8a4c86b8185d881c5f,31695
src/routes/PayrollJurisdictionRoute.jsx,Phase 4 tax / verification,667f42b630108a6bb86457088058f50f46d92ef15890f1beafba9d0d80545a0b,502
src/styles/documents.css,Phase 3 documents / verification,846b172be0eb16f8a72c986fa7c5ae1270872ffca669e660a23afedbd3ab5035,2668
src/styles/jurisdictionTax.css,Phase 4 tax / verification,38db6c020ce2580afe23ee56d62a843b4f778812e64cba1a00a929253bcb3996,1939
src/utils/documentActions.js,Phase 3 documents / verification,44e19d17a50b35594a1201f8119b01ae5f34cd92f696d6afb6deb5e6b15f76f7,1124
src/utils/documentIdentity.js,Phase 3 documents / verification,3b15753d08432cf1a6abcd536954181edd0aabbc442e36bc3c099e1b6d8d74fb,609
src/utils/documentPdf.js,Phase 3 documents / verification,f68e96820a0fc4c302562ff60df6851256b5e2a6463044fc17a4c5eaba553089,351
src/utils/ledgerDocumentRows.js,Phase 3 documents / verification,4cc9e4bb2b2304eeedd220aa70dc6819b2e50d4e97a480bd16d4a2e216367aea,748
src/utils/printReport.js,Phase 3 documents / verification,627d66cd4dcca4238fe21c7e3995bffe7db009c4801425c3f661630bf5b26fb9,3381
src/utils/taxProfile.js,Phase 4 tax / verification,77ada4e6a9963e8dc5c82be99a2fb4bfb2595bd781f06643100d49870f46f083,351
tests/documentActions.test.mjs,Phase 3 documents / verification,37beb20e4afbb40b5db8ac935ed37c36dd3d0678019883997cf1e72ecf936d28,4190
tests/taxProfile.test.mjs,Phase 4 tax / verification,0fad1a5bff1d77f988f82bb4ae2eb4d474475ee49f5974261e703aa4e3a006fd,1264
